RCF RBS RTK RF4 RFF R1H RC9 RQ3 RXL RMC RAE RXH RXQ RWY RGT RT1 RQM RFS RJR RXP RJ6 RN7 RP5 RBD RDY RJN RVV RXR RDE RXC RWH RVR RDU RR7 RLT RTQ RP4 RN3 RJ1 RN5 RCD RQX RWA RYJ R1F RGP RNQ RJZ RAX RXN RR8 RJ2 RBQ REM R1K RWF R0A RPA RBT RXF RAJ RD8 RM1 RVJ RNN RAP RVW RGN RNS RP1 RBZ RJL RTF RX1 RNU RTH RW6 RHU RXE RHW REF RH8 RAL RAN RGM RA2 RD1 RM3 RNZ RXK RCU RHQ RK5 RH5 RTR R0B RJC RVY RJ7 RBN RWJ RTP RMP REN RNA RAS RTD RQW RCX RFR RPY RRJ RL4 RXW RET RA9 RWD RRV RHM RRK RA7 RKB R0D RK9 RTG RWE RTX RJE RBK RWW RWG RGR RYR RKE RBL RWP RRF RLQ RA4 RCB
0.0000000 0.0000000 0.6931472 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.3862944 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.6094379 0.0000000 0.0000000 1.0986123 0.6931472 0.6931472 0.0000000 0.6931472 0.0000000 1.7917595 0.0000000 0.0000000 0.6931472 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.3862944 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.7917595 0.0000000 1.3862944 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 1.0986123 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.0986123 1.0986123 0.0000000 1.0986123 0.0000000 0.0000000 0.6931472 1.0986123 0.0000000 0.0000000 0.6931472 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.6931472
0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.0986123 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.6094379 0.0000000 0.0000000 1.0986123 0.6931472 0.6931472 0.6931472 0.6931472 0.0000000 1.7917595 0.0000000 0.0000000 0.6931472 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.3862944 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.3862944 0.0000000 1.3862944 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 1.0986123 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.0986123 1.0986123 1.3862944 0.0000000 1.3862944 0.0000000 0.0000000 0.6931472 1.3862944 0.0000000 0.0000000 0.6931472 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.6931472
0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.6094379 0.0000000 0.0000000 0.6931472 0.6931472 0.6931472 0.6931472 0.6931472 0.0000000 1.7917595 0.0000000 0.0000000 0.6931472 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.3862944 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.0986123 0.0000000 1.3862944 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 1.0986123 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 1.0986123 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.0986123 1.6094379 0.0000000 1.0986123 0.0000000 0.0000000 1.0986123 1.0986123 0.0000000 0.0000000 0.6931472 0.6931472 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000
0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 1.0986123 0.6931472 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.0986123 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.6094379 0.0000000 0.0000000 0.6931472 0.6931472 0.0000000 1.3862944 0.6931472 0.0000000 1.6094379 0.0000000 0.0000000 0.0000000 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.3862944 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.0986123 0.0000000 1.3862944 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.0986123 2.1972246 0.0000000 0.0000000 0.0000000 0.0000000 1.0986123 0.6931472 0.0000000 0.0000000 0.6931472 0.6931472 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000
0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 1.0986123 0.6931472 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.0986123 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.6094379 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 1.0986123 0.6931472 0.0000000 1.6094379 0.0000000 0.0000000 0.0000000 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.3862944 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.0986123 0.0000000 1.3862944 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 0.6931472 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.0986123 1.6094379 0.0000000 0.0000000 0.0000000 0.0000000 1.0986123 0.6931472 0.0000000 0.6931472 0.6931472 0.6931472 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000
0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 1.0986123 0.0000000 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.0986123 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.6094379 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 1.0986123 0.6931472 0.0000000 1.6094379 0.0000000 0.0000000 0.0000000 1.3862944 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.3862944 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.0986123 0.0000000 1.3862944 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 0.6931472 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.6931472 0.0000000 0.6931472 0.6931472 0.6931472 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000
0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.6931472 0.0000000 1.0986123 0.0000000 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.0986123 1.0986123 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.6094379 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 0.6931472 0.0000000 1.6094379 0.0000000 0.0000000 0.0000000 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.3862944 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.6931472 1.3862944 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.0986123 0.0000000 1.3862944 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.6931472 0.0000000 0.6931472 0.6931472 0.6931472 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000
0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.6931472 0.0000000 1.0986123 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.0986123 1.6094379 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.7917595 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 1.0986123 0.6931472 0.0000000 1.6094379 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.0986123 1.3862944 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.6931472 1.3862944 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.0986123 0.0000000 1.3862944 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.0986123 1.3862944 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.6931472 0.6931472 0.6931472 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000
0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.6931472 0.0000000 1.0986123 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.0986123 1.6094379 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.7917595 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.6094379 0.6931472 0.0000000 1.7917595 0.0000000 0.0000000 0.6931472 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.3862944 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.6931472 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.0986123 0.0000000 1.3862944 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.0986123 1.3862944 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.6931472 0.6931472 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.6931472 0.0000000 0.0000000 0.0000000
0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.6931472 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 1.0986123 1.6094379 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.9459101 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.6094379 0.6931472 0.0000000 1.7917595 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.3862944 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.6931472 1.6094379 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.0986123 0.0000000 1.3862944 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.3862944 1.0986123 1.3862944 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.6931472 0.6931472 0.6931472 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.6931472 0.0000000 0.0000000 0.0000000
0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 1.3862944 0.0000000 1.0986123 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.0986123 1.6094379 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.6094379 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.0986123 0.6931472 0.0000000 1.7917595 0.0000000 0.0000000 0.0000000 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.3862944 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.3862944 0.0000000 1.3862944 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.0986123 1.6094379 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.6931472 0.0000000 0.6931472 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000
0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 1.3862944 0.0000000 1.0986123 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.3862944 1.3862944 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 1.6094379 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.0986123 0.6931472 0.0000000 1.7917595 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.3862944 0.0000000 1.3862944 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.0986123 1.6094379 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.6931472 0.0000000 0.6931472 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.6931472 0.0000000 0.0000000 0.0000000
0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 1.0986123 0.0000000 1.0986123 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.3862944 1.6094379 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.6094379 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.0986123 0.6931472 0.0000000 1.9459101 0.0000000 0.0000000 0.0000000 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.3862944 0.0000000 1.3862944 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.0986123 1.7917595 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.6931472 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.6931472 0.0000000 0.0000000 0.0000000
0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 1.0986123 0.0000000 1.0986123 0.6931472 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.3862944 1.0986123 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 1.0986123 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.6094379 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.6931472 0.0000000 1.9459101 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.6094379 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.3862944 0.0000000 1.3862944 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.0986123 1.0986123 1.3862944 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.6931472 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.6931472 0.0000000 0.0000000 0.0000000
0.6931472 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 0.0000000 1.3862944 0.0000000 1.0986123 0.6931472 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.0986123 0.6931472 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 1.0986123 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.6094379 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.6931472 0.0000000 1.9459101 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.3862944 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.3862944 0.0000000 1.3862944 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.0986123 1.0986123 1.0986123 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.6931472 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000
0.6931472 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 0.0000000 1.3862944 0.0000000 1.0986123 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.0986123 1.0986123 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 1.0986123 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.3862944 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.6931472 0.0000000 1.6094379 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 1.3862944 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.3862944 0.0000000 1.3862944 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.6931472 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 1.0986123 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 1.0986123 1.0986123 1.0986123 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.6931472 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000 0.6931472 0.0000000 0.0000000 0.0000000 0.0000000
